WatReqID,PlanningUnitID,Rationale,WReq_FISH,WReq_VEG,WReq_WBIRD,WReq_OTHER,CompliancePoint/Node,Condition,StartWateringPeriod,EndWateringPeriod,FlowComponent,BPFlowComponent,FlowMagnitude,WateringFrequency,WateringDuration,WateringDepth/height_m AHD,MaxIntervalBtwnEvents,Additional requirements/Notes
Ra_0001045,PU_0000283,"Flow OB-L1: Overbank Large 1, Black box zone: Native Fish: NF1, 3, 7, 10 Native Vegetation: NV2, 3, 4a, 4b, 4c, 4e – black box & lignum & river red gum woodland high on floodplain Waterbirds: WB1, 2, 3, 4, 5 – large-scale breeding (colonial and non-colonial) and habitat Ecosystem Functions: EF2, 3, 4, 5, 6, 7 – lateral connectivity, productivity Other Species (Frogs): OS1, 2, 3 – recruitment",TRUE,TRUE,TRUE,TRUE,Yanco Creek @ Offtake: 410007,,Any time,Any time,Large overbank,Over-bank flows,>4000 ML/d – Not deliverable,2-3 years in 10 (25% of years),"2-6 months for black box & lignum in wetlands. 3-6 months for bird breeding. Refers to the persistence of standing water, flow can be shorter. For streamside areas, only duration sufficient to fill the soil profile, depressions/ billabongs required. The median pre-1950 duration for flows of this size is 8 days. We analysed for cumulative flows of this duration, made up of individual events of a minimum of 4 days length within season.",,Ideally 5 years (up to 10 years for outer black box areas),"Ideal flow timing: Anytime (Analysis of flows of this size indicates that they only occur in the required frequency and within the maximum allowable gap between events when events in any season are accepted. Therefore, this flow is considered as applicable to black box (which may benefit from events in any season, though ‘in season’ flows are preferred) but not necessarily for water bird breeding. Events that do occur in the ideal season may still be beneficial to waterbird breeding.; Ideally slow draw down for shallow muddy edges for bird foraging habitat.
To support black box flowering and seedling establishment, to encourage vegetative growth of lignum stands & lignum seedling establishment- clustered, sequenced flows (i.e. annual flows over 23 years) are required. This also benefits river cooba. The provision of periods of successive flows will also increase the potential for recovery of existing river red gum, lignum & river cooba communities. Some frog species are summer breeders, which will need at least 3 months from Oct."
Ra_0001046,PU_0000284,"Flow CF1: Native Fish: NF1 – Survival (all species) Ecosystem Functions: EF1, 2 – refuge habitat",TRUE,FALSE,FALSE,TRUE,Colombo Creek @ Morundah: 410014; Billabong creek at Jerilderie (Gauge: 410016),,N/A,N/A,Cease to flow,Cease-to-flow,<1 ML/d,N/A,N/A,N/A,N/A,"CF events have not been observed in the post-development period (1980-2017) at Colombo Creek at Morundah. At Billabong Creek at Jerilderie CtF events were only recorded in 2 years since 1980 & these events were only of 1-2 day durations. CtF events should therefore be avoided to protect the fish community. The resilience of this community is likely to have been compromised by development; At Morundah CtF events occurred in 100%, 1% & 0% of years in the modelled pre & post-development scenarios & 19802017 observations respectively. There are no ‘pre-development’ observations at this gauge
For Jerilderie it was 5%, 1%, 65%, & 6% of years in the modelled pre & post-development scenarios & 1912-1950 & 1980-2017 observations respectively"
Ra_0001047,PU_0000284,"Flow VF1: Native Fish: NF1 – Survival and condition (all species) Ecosystem Functions: EF1, 2 – refuge habitat",TRUE,FALSE,FALSE,TRUE,Colombo Creek @ Morundah: 410014,,Any time,Any time,Very low flow,Base flow - Other,>40 ML/d,Every year,"In typical years, 365 days per year",,1980-2017 observations did not exceed 1 day for 95% of events (see note),"Flow ideally >0.03–0.05 m/s to de-stratify pools; Note: These minimums are where the benefits of flow categories are likely to begin manifesting. Further substantial benefits occur, particularly for wetland connecting large freshes and overbanks, as flows increase in size. These thresholds SHOULD NOT be used to indicate that constraints only need to be raised to achieve these minimums."
Ra_0001048,PU_0000284,"Flow VF1: Native Fish: NF1 – Survival and condition (all species) Ecosystem Functions: EF1, 2 – refuge habitat",TRUE,FALSE,FALSE,TRUE,Colombo Creek @ Morundah: 410014,Very dry,Any time,Any time,Very low flow,Base flow - Other,>40 ML/d,Every year,"In very dry years, at least 365 days per year (see note1)",,1980-2017 observations did not exceed 1 day for 95% of events (see note2),"Flow ideally >0.03–0.05 m/s to de-stratify pools; Note1: Based on 1980-2017 observations, with ‘typical year’ value the median of those observations, and ‘very dry’ value the 95th percentile. Post development observations are chosen because they are higher than pre-development. These higher values place less risk on the ecological community which in the Murrumbidgee catchment is likely to be less resilient. The pre-development modelled scenario is not comparable to the current situation in the Yanco/Billabong Creek system because the Creeks are now perennial systems; Note2: These minimums are where the benefits of flow categories are likely to begin manifesting. Further substantial benefits occur, particularly for wetland connecting large freshes and overbanks, as flows increase in size. These thresholds SHOULD NOT be used to indicate that constraints only need to be raised to achieve these minimums."
Ra_0001049,PU_0000284,"Flow VF1: Native Fish: NF1 – Survival and condition (all species) Ecosystem Functions: EF1, 2 – refuge habitat",TRUE,FALSE,FALSE,TRUE,Billabong Creek at Jerilderie (Gauge: 410016),,Any time,Any time,Very low flow,Base flow - Other,>50 ML/d,Every year,"In typical years, 365 days per year",,1980-2017 observations did not exceed 20 days for 95% of events (see note),"Flow ideally >0.03–0.05 m/s to de-stratify pools; Note: Note: These minimums are where the benefits of flow categories are likely to begin manifesting. Further substantial benefits occur, particularly for wetland connecting large freshes and overbanks, as flows increase in size. These thresholds SHOULD NOT be used to indicate that constraints only need to be raised to achieve these minimums."
Ra_0001050,PU_0000284,"Flow VF1: Native Fish: NF1 – Survival and condition (all species) Ecosystem Functions: EF1, 2 – refuge habitat",TRUE,FALSE,FALSE,TRUE,Billabong Creek at Jerilderie (Gauge: 410016),Very dry,Any time,Any time,Very low flow,Base flow - Other,>50 ML/d,Every year,"In very dry years, at least 308 days per year (see note)",,1980-2017 observations did not exceed 20 days for 95% of events (see note),"Flow ideally >0.03–0.05 m/s to de-stratify pools; Note: These minimums are where the benefits of flow categories are likely to begin manifesting. Further substantial benefits occur, particularly for wetland connecting large freshes and overbanks, as flows increase in size. These thresholds SHOULD NOT be used to indicate that constraints only need to be raised to achieve these minimums."
Ra_0001051,PU_0000284,"Flow BF1: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9, 10 – condition and movement Native Vegetation: NV1 – in-channel Ecosystem Functions: EF1, 2, 3",TRUE,TRUE,FALSE,TRUE,Colombo Creek @ Morundah: 410014,,Any time,Any time,Base flow,Base flow,>70 ML/d,Every year,"In typical years, 365 days per year",Minimum depth of 0.3 m to allow fish passage,1980-2017 observations did not exceed 10 days for 95% of events (see note),"Note: These minimums are where the benefits of flow categories are likely to begin manifesting. Further substantial benefits occur, particularly for wetland connecting large freshes and overbanks, as flows increase in size. These thresholds SHOULD NOT be used to indicate that constraints only need to be raised to achieve these minimums."
Ra_0001052,PU_0000284,"Flow BF1: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9, 10 – condition and movement Native Vegetation: NV1 – in-channel Ecosystem Functions: EF1, 2, 3",TRUE,TRUE,FALSE,TRUE,Colombo Creek @ Morundah: 410014,Very dry,Any time,Any time,Base flow,Base flow,>70 ML/d,Every year,"In very dry years, at least 333 days per year",Minimum depth of 0.3 m to allow fish passage,1980-2017 observations did not exceed 10 days for 95% of events (see note),"Note: These minimums are where the benefits of flow categories are likely to begin manifesting. Further substantial benefits occur, particularly for wetland connecting large freshes and overbanks, as flows increase in size. These thresholds SHOULD NOT be used to indicate that constraints only need to be raised to achieve these minimums."
Ra_0001053,PU_0000284,"Flow BF1: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9, 10 – condition and movement Native Vegetation: NV1 – in-channel Ecosystem Functions: EF1, 2, 3",TRUE,TRUE,FALSE,TRUE,Billabong Creek at Jerilderie (Gauge: 410016),,Any time,Any time,Base flow,Base flow,>70 ML/d,Every year,"In typical years, 365 days per year",Minimum depth of 0.3 m to allow fish passage,1980-2017 observations did not exceed 29 days for 95% of events (see note),"Note: These minimums are where the benefits of flow categories are likely to begin manifesting. Further substantial benefits occur, particularly for wetland connecting large freshes and overbanks, as flows increase in size. These thresholds SHOULD NOT be used to indicate that constraints only need to be raised to achieve these minimums."
Ra_0001054,PU_0000284,"Flow BF1: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9, 10 – condition and movement Native Vegetation: NV1 – in-channel Ecosystem Functions: EF1, 2, 3",TRUE,TRUE,FALSE,TRUE,Billabong Creek at Jerilderie (Gauge: 410016),Very dry,Any time,Any time,Base flow,Base flow,>70 ML/d,Every year,"In very dry years, at least 271 days per year (see note)",Minimum depth of 0.3 m to allow fish passage,1980-2017 observations did not exceed 29 days for 95% of events (see note),"Note: These minimums are where the benefits of flow categories are likely to begin manifesting. Further substantial benefits occur, particularly for wetland connecting large freshes and overbanks, as flows increase in size. These thresholds SHOULD NOT be used to indicate that constraints only need to be raised to achieve these minimums."
Ra_0001055,PU_0000284,"Flow DSF1: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9, 10 – condition Ecosystem Functions: EF1, 2 – maintain refuge and habitat quality",TRUE,FALSE,FALSE,TRUE,To be determined,,November,March,Destratifying flow,Other,To be determined,"Whenever weir pools thermally stratify and lower layer is expected to become hypoxic. Deliver before bottom layer becomes hypoxic. Likely to be required multiple times in such years. Further work required to determine risk of fish death events from hypoxia, which may be significantly lower than for far deeper Murrumbidgee weir pools",2 days of flow above mixing threshold flow rate,,Period should not exceed time required for pools to stratify and the bottom layer to become hypoxic,"Monitoring required to determine if pools are stratifying and the bottom layer is becoming hypoxic. Requires further research to refine triggers.
Flow also reduces excessive blue green algal growth.
Lowering or removing weir gates may reduce or negate the need for this flow.
As these flows are to maintain water quality, weir level management, natural and rain rejection flows, operational water and non-discretionary environmental water should be used in the first instance before considering the use of discretionary environmental water."
Ra_0001056,PU_0000284,"Flow NestS1: Native Fish NF5, 6, 8 - Nesting of riverine specialists (protect nesting sites by avoiding rapid changes in water levels)
Native Vegetation: NV1,3 – in-channel & riparian",TRUE,TRUE,FALSE,FALSE,Colombo Creek @ Morundah: 410014,,September,November,Nesting Support,Other,70-400 ML/d,5-10 years in 10 (75% of years),"60 days minimum for trout cod & Murray cod.
45 day minimum for only Murray cod",,2 years,Max rate of fall 14% per day. Ideal flow timing: 15 Sep -15 Nov for trout cod & Murray cod.1 Oct - 15 Nov for only Murray cod. (Only apply EWR if flows are in the BF or SF range at start of period); Allow variable flows but avoid large sudden decreases in water level to prevent loss of nesting sites. Flow decreases not to exceed 7% per day which is the 20th percentile (the fastest 20%) of fall - calculated from observed ‘post- development' flow data (1980-2017).
Ra_0001057,PU_0000284,"Flow SF1: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9, 10 – Dispersal/condition (all species) Native Vegetation: NV1 – in-channel Ecosystem Functions: EF1, 2, 3, 4, 5",TRUE,TRUE,FALSE,TRUE,Colombo Creek @ Morundah: 410014; Billabong creek at Jerilderie (Gauge: 410016),,Any time,Any time,Small fresh,Fresh,>250 ML/d,2 events per year,10 days minimum,Minimum depth of 0.5 m to allow movement of large fish,1 year,"Max rate of fall: No faster than 13% per day. Note: The 5th percentile (fastest 5% of rates of fall) of ‘post-development’ 1980-2017 observed flows; Ideal flow timing: Anytime - but ideally Oct - Apr, & ideally 2-3 weeks after ‘LF2’; Flow ideally up to 0.30.4 m/s (depending on channel form); >20°C for Oct to Apr (for native fish); for river blackfish >16°C; for Murray cod Sept to Dec >18°C."
